"text","emotion"
"Şunu öğrenmek muradıyla sorarım mezkur sözün manası ne suretle anlaşılır?","merak"
"Dilimden neşe eksildi; kalbim sükûnet bulmadı.","uzuntu"
"Bu zulme şiddetle karşı çıkarım.","kizginlik"
"Şunu öğrenmek muradıyla sorarım bu hâlin sebebi hangi sebepten doğmuştur?","merak"
"Rica eylerim meseleyi tekrar nazardan geçiriniz.","istek"
"Maalesef; dertlerim arttı.","uzuntu"
"Mümkün ise bu hususta izin veriniz.","istek"
"Bu taşkınlığa şiddetle karşı çıkarım.","kizginlik"
"Gösterdiğiniz lütfa karşı teşekkür borçluyum, adıma büyük bir iyilik doğdu.","minnettarlik"
"Gönlümüz ferah bulacak, içimde bir ışık yanar.","umut"
"Insafı terk etmişsiniz; bu kabalığa içim kaynar.","kizginlik"
"Talihim karardı, çünkü ümidim zayıf düştü.","uzuntu"
"Sözünüz yara açtı; bu haksızlığa şiddetle karşı çıkarım.","kizginlik"
"Yarınki ahvâl hususunda malûmat verir misiniz?","merak"
"Sözünüz yara açtı; bu nankörlüğe pek gazap duyarım.","kizginlik"
"Bu kabalığa sabır gösteremem.","kizginlik"
"Temennim budur ki yardım elinizi uzatınız.","istek"
"Bilmeyi isterim ki, kapının neden kapalı kaldığı hakkında bir izah var mıdır?","merak"
"Ümidim odur ki işler düzelecek.","umut"
"Bu kabalığa rızâ göstermem; artık bıkkınlık verdi.","kizginlik"
"İçim dardır; dilimden neşe eksildi.","uzuntu"
"Muhterem efendim sonsuz tâzimle huzurunuza koyarım.","saygi"
"Kanaatimce gönlümüz ferah bulacak.","umut"
"Size gönülden şükrederim; yardımınız bana kuvvet verdi.","minnettarlik"
"Zât-ı âlinize karşı gönülden şükrederim, yüküm hafifledi.","minnettarlik"
"Görünen kadar kolay değildir; ihtiyat daha evlâdır.","cekince"
"Temennim budur ki bu hususta izin veriniz; gönlümce olan budur.","istek"
"Kerem buyurup yardım elinizi uzatınız; hâcetim buna yönelmiştir.","istek"
"Ne yazık ki, çünkü ayrılık ateşi içimi yaktı.","uzuntu"
"Sözünüz yara açtı; bu kırıcı tavra pek gazap duyarım.","kizginlik"
"Müteber efendim tevkir duygusuyla yâd ederim; nüktelerinizden istifade ederim.","saygi"
"Bu kırıcı tavra şiddetle karşı çıkarım; bu muamele kabul olunmaz.","kizginlik"
"Şunu öğrenmek muradıyla sorarım, vukû bulan işin aslı hakkında bir izah var mıdır?","merak"
"Kalbimde bir tereddüt vardır karar vermeden evvel düşünmek gerekir.","cekince"
"Şüphem odur ki karar vermeden evvel düşünmek gerekir.","cekince"
"Bu nankörlüğe gönlüm isyan eder; hududu aşıyorsunuz.","kizginlik"
"Verdiğiniz desteğe teşekkür borçluyum; yüküm hafifledi.","minnettarlik"
"Gönlüm pek mahzundur, çünkü dertlerim arttı.","uzuntu"
"Gönlümüz ferah bulacak, kalbim buna meyleder.","umut"
"Umarım işler düzelecek; gözüm ufka çevrilidir.","umut"
"Güzel bir sabah gibi sabrın semeresi görünecek; bu düşünce beni diri tutar.","umut"
"Muhterem efendim sonsuz tâzimle beyan eylerim; işaretiniz benim için emirdir.","saygi"
"Hayretle sorarım, beklenen haberin akıbeti nasıl anlaşılır?","merak"
"Ümidim odur ki sabrın semeresi görünecek; bu düşünce beni diri tutar.","umut"
"Işim arzu ettiğim gibi gitmedi; ruhum inceldi.","uzuntu"
"Anlamak arzusuyla sorarım, işbu rivayetin doğruluğu hakkında bir izah var mıdır?","merak"
"Anlamak arzusuyla sorarım işbu rivayetin doğruluğu nasıl izah olunur?","merak"
"Umarım talih yüz gösterecek.","umut"
"Kanaatimce dertler hafifleyecek; içimden böyle geçer.","umut"
"Bu yersiz davranışa tahammül edemem.","kizginlik"
"Bu haksızlığa içim kaynar; bunun hesabı sorulmalıdır.","kizginlik"
"Hâcetim buna yönelmiştir, kapıyı açtırınız.","istek"
"Rica eylerim mektubumu kabul buyurunuz; gönlüm bu yönde muraddar olmuştur.","istek"
"Mürüvvet buyurup hâlimi dinleyiniz.","istek"
"Bu haksızlığa tahammül edemem.","kizginlik"
"Lütfedip kapıyı açtırınız; nihâyet arzum budur.","istek"
"İstirham ederim haber ulaştırınız.","istek"
"Devletlü efendim bihakkın ihtiram göstererek yâd ederim; yol gösterişinizi pek kıymetli bilirim.","saygi"
"Bahşettiğiniz vakte karşı şükrümü arz ederim, adıma büyük bir iyilik doğdu.","minnettarlik"
"İzzetlü efendim yâd ederim; nüktelerinizden istifade ederim.","saygi"
"Bu hâle gönlüm isyan eder; bu muamele kabul olunmaz.","kizginlik"
"Lütfedip bu işi geciktirmeyiniz.","istek"
"Gönlümce olan budur, bu işi geciktirmeyiniz.","istek"
"Sözüm odur ki işin görünmeyen tarafı ağır basabilir.","cekince"
"Bununla beraber bu işe hemen girişmek doğru olmayabilir.","cekince"
"Muradımız gerçekleşecek, gözüm ufka çevrilidir.","umut"
"Gam beni sardı, çünkü dertlerim arttı.","uzuntu"
"Cömert nazarınıza karşı şükran duyarım, hatırınız bende daim oldu.","minnettarlik"
"Bunun hesabı sorulmalıdır; bu haksızlığa rızâ göstermem.","kizginlik"
"Yüreğim incindi; sevindirici haber gelmedi.","uzuntu"
"Zât-ı âlinize arz ederim; nazar-ı dikkatinize minnettarım.","saygi"
"Şerefli efendim zikrederim; işaretiniz benim için emirdir.","saygi"
"Gönlüm pek mahzundur; sevindirici haber gelmedi.","uzuntu"
"Doğrusu sonu umulan gibi çıkmayabilir; gönlüm tam mutmain değildir.","cekince"
"Bu taşkınlığa öfkelenirim.","kizginlik"
"Dertler hafifleyecek, bekleyişim boşa çıkmaz sanırım.","umut"
"Günüm kederle soldu; gönlüm ferahlanmadı.","uzuntu"
"Bu edepsizliğe sabır gösteremem.","kizginlik"
"Arzım odur ki yardım elinizi uzatınız; gönlüm bu yönde muraddar olmuştur.","istek"
"Size karşı şükrümü arz ederim, kalbimde güzel bir iz bıraktınız.","minnettarlik"
"Anlamak arzusuyla sorarım o kimsenin maksadı ne suretle anlaşılır?","merak"
"Açık söylemek gerekirse her işaret güven vermiyor; bu yüzden duraksarım.","cekince"
"Yaptığınız iyiliğe dolayı kalben müteşekkirim.","minnettarlik"
"Bunu büyük bir arzu ile talep ederim, meseleyi tekrar nazardan geçiriniz.","istek"
"Bahşettiğiniz vakte dolayı kalben müteşekkirim.","minnettarlik"
"Bununla beraber bu işe hemen girişmek doğru olmayabilir; ayakları sıkı basmak gerekir.","cekince"
"Mürüvvet buyurup bir cevap veriniz.","istek"
"Bu nankörlüğe buna razı olmam; yaptığınız kalbi incitti.","kizginlik"
"Bu taşkınlığa şiddetle karşı çıkarım; bu kadarı artık fazladır.","kizginlik"
"Bu kırıcı tavra içim kaynar; hududu aşıyorsunuz.","kizginlik"
"Rica olunur, hâlimi dinleyiniz.","istek"
"Işler düzelecek, tesellim bu yöndedir.","umut"
"Talihim karardı; sevindirici haber gelmedi.","uzuntu"
"Temennim budur ki hâlimi dinleyiniz; hâcetim buna yönelmiştir.","istek"
"Anlamak arzusuyla sorarım, kapının neden kapalı kaldığı hakkında bir izah var mıdır?","merak"
"Lütufkâr efendim samimî bir ihtiramla bildiririm; yol gösterişinizi pek kıymetli bilirim.","saygi"
"Yarın daha aydınlık olacak, iyi günlerin yaklaşmakta olduğuna hükmederim.","umut"
"Talihim karardı; muradım hâsıl olmadı.","uzuntu"
"Her işaret güven vermiyor; gönlüm tam mutmain değildir.","cekince"
"Kapılar açılacak, tesellim bu yöndedir.","umut"
"İdrak etmek isterim işbu rivayetin doğruluğu nasıldır?","merak"
"Yaptığınız iyiliğe dolayı borcumu kelâm ile ödeyemem.","minnettarlik"
"Müteber efendim bihakkın ihtiram göstererek sunarım.","saygi"
"Sözünüz yara açtı; bu nankörlüğe öfkelenirim.","kizginlik"
"Kapılar açılacak, buna inanırım.","umut"
"İçimde bir çekince doğdu karar vermeden evvel düşünmek gerekir; tedbir elden bırakılmamalıdır.","cekince"
"Kalbimde bir tereddüt vardır bu işe hemen girişmek doğru olmayabilir.","cekince"
"Ümidim zayıf düştü; teselli bulamadım.","uzuntu"
"Gösterdiğiniz lütfa dolayı teşekkür borçluyum.","minnettarlik"
"Bu yersiz davranışa pek gazap duyarım; bu muamele kabul olunmaz.","kizginlik"
"Karar vermeden evvel düşünmek gerekir; gönlüm tam mutmain değildir.","cekince"
"Acaba bu yolun nereye varacağı hangi sebepten doğmuştur?","merak"
"Sonu umulan gibi çıkmayabilir; içimdeki tereddüt sürer.","cekince"
"Bu gecikmenin sebebi hakkında ne buyurulur?","merak"
"Artık bıkkınlık verdi; bu edepsizliğe içim kaynar.","kizginlik"
"Gönlümde bir sual dolaşır kapının neden kapalı kaldığı neye delâlet eder?","merak"
"Gönlümde bir sual dolaşır, bu yolun nereye varacağı hakkında bir izah var mıdır?","merak"
"Umarım bu karanlık dağılacak.","umut"
"Kanaatim tam değildir acele etmek münasip görünmez; bu sebeple temkinli davranırım.","cekince"
"Gönlümde bir sual dolaşır, yarınki ahvâl hakkında bir izah var mıdır?","merak"
"Lütufkâr efendim büyük bir edeple zikrederim.","saygi"
"Verdiğiniz desteğe iyiliğinizi unutamam; bu inceliği pek aziz bildim.","minnettarlik"
"İzzetlü efendim huzurunuza koyarım; nazar-ı dikkatinize minnettarım.","saygi"
"Nihâyet arzum budur, yardım elinizi uzatınız.","istek"
"Huzur-ı âlinize tam bir tâzim ile takdim ederim.","saygi"
"Bunun hesabı sorulmalıdır; bu haksızlığa pek gazap duyarım.","kizginlik"
"Olur ki beklenen haber gelecek; bekleyişim boşa çıkmaz sanırım.","umut"
"Umarım işler düzelecek.","umut"
"İstirham ederim bir cevap veriniz.","istek"
"Ümidim odur ki talih yüz gösterecek; bekleyişim boşa çıkmaz sanırım.","umut"
"İdrak etmek isterim bu hâlin sebebi nasıl izah olunur?","merak"
"Nihâyet arzum budur, bir cevap veriniz.","istek"
"Dilerim ki meseleyi tekrar nazardan geçiriniz; gönlümce olan budur.","istek"
"Talihim karardı; vaktim elem ile geçti.","uzuntu"
"Maalesef; beklediğim kişi görünmedi.","uzuntu"
"İnâyetinize karşı şükrümü arz ederim, yardımınız bana kuvvet verdi.","minnettarlik"
"Sormak isterim bu işteki hikmet nasıl izah olunur?","merak"
"Bahşettiğiniz vakte dolayı bu lütfu daima yâd ederim.","minnettarlik"
"Maalesef; işim arzu ettiğim gibi gitmedi.","uzuntu"
"Ne yazık ki; muradım hâsıl olmadı.","uzuntu"
"Kanaatim tam değildir sonu umulan gibi çıkmayabilir.","cekince"
"Hayretle sorarım: bu rivayetin nereden doğduğu nedendir?","merak"
"İzzetlü efendim tam bir tâzim ile arz ederim; hükmünüze râm olurum.","saygi"
"Bu edepsizliğe hiddet beslerim; bu muamele kabul olunmaz.","kizginlik"
"Sormak isterim yarınki ahvâl ne için böyledir?","merak"
"Bu kadarı artık fazladır; bu edepsizliğe buna razı olmam.","kizginlik"
"Ettiğiniz ihsana teşekkür borçluyum; gönlüm ferah buldu.","minnettarlik"
"Kalbim keder içindedir, çünkü işim arzu ettiğim gibi gitmedi.","uzuntu"
"Zât-ı âlinize karşı hâlisâne teşekkür ederim, yüküm hafifledi.","minnettarlik"
"Umarım bu karanlık dağılacak; içimden böyle geçer.","umut"
"Zât-ı âlinize teşekkür borçluyum; bu inceliği pek aziz bildim.","minnettarlik"
"Kerem buyurup biraz mühlet tanıyınız; gönlümce olan budur.","istek"
"Acaba vaktin niçin geciktiği neye delâlet eder?","merak"
"Bu hâle sabır gösteremem.","kizginlik"
"Lütfedip yardım elinizi uzatınız.","istek"
"Huzur-ı âlinize kemâl-i hürmetle sunarım.","saygi"
"Esirgemediğiniz himmete dolayı teşekkür borçluyum.","minnettarlik"
"Kadr ü kıymeti yüce efendim hâlisâne hürmetle yâd ederim; nüktelerinizden istifade ederim.","saygi"
"Temennim budur ki haber ulaştırınız; bu niyazımı geri çevirmeyiniz.","istek"
"Huzur-ı âlinize beyan eylerim; feyzinize sığınırım.","saygi"
"Biraz ihtiyatla söylerim ki karar vermeden evvel düşünmek gerekir.","cekince"
"Anlamak arzusuyla sorarım, mezkur sözün manası hakkında bir izah var mıdır?","merak"
"Yakında talih yüz gösterecek.","umut"
"Şüphem odur ki bu yolda bazı mahzurlar vardır.","cekince"
"İdrak etmek isterim, o kimsenin maksadı hakkında bir izah var mıdır?","merak"
"Keremkâr hazretleri derin bir saygı ile huzurunuza koyarım; hükmünüze râm olurum.","saygi"
"Gönlüm pek mahzundur, çünkü ayrılık ateşi içimi yaktı.","uzuntu"
"Bugün yüzüm gülmedi, çünkü dertlerim arttı.","uzuntu"
"Bu karanlık dağılacak, ruhum böyle fısıldar.","umut"
"Allah'ın izniyle işler düzelecek.","umut"
"Zihnimi meşgul eden sual şudur vukû bulan işin aslı ne suretle anlaşılır?","merak"
"Cömert nazarınıza dolayı minnettarım.","minnettarlik"
"Gönlüm pek mahzundur; işim arzu ettiğim gibi gitmedi.","uzuntu"
"Bu edepsizliğe şiddetle karşı çıkarım; bu muamele kabul olunmaz.","kizginlik"
"Bu niyazımı geri çevirmeyiniz, kapıyı açtırınız.","istek"
"Zât-ı âlinize beyan eylerim; nüktelerinizden istifade ederim.","saygi"
"Bilmeyi isterim ki mezkur sözün manası hangi sebepten doğmuştur?","merak"
"İnşallah talih yüz gösterecek; gözüm ufka çevrilidir.","umut"
"Ümidim zayıf düştü; gözüm yaşa meyletti.","uzuntu"
"Zât-ı âlinize tevkir duygusuyla zikrederim.","saygi"
"Ümidim odur ki yarın daha aydınlık olacak.","umut"
"Yaptığınız iyiliğe borcumu kelâm ile ödeyemem; adıma büyük bir iyilik doğdu.","minnettarlik"
"Bu işe hemen girişmek doğru olmayabilir; tedbir elden bırakılmamalıdır.","cekince"
"Dertlerim arttı; içimde bir boşluk kaldı.","uzuntu"
"Güzel bir sabah gibi muradımız gerçekleşecek.","umut"
"Size karşı iyiliğinizi unutamam, duam sizden yana oldu.","minnettarlik"
"Talih yüz gösterecek, bekleyişim boşa çıkmaz sanırım.","umut"
"Yaptığınız iyiliğe dolayı şükran duyarım.","minnettarlik"
"Kanaatimce işler düzelecek; içimde bir ışık yanar.","umut"
"Acaba işbu rivayetin doğruluğu neye delâlet eder?","merak"
"Verdiğiniz desteğe minnettarım; adıma büyük bir iyilik doğdu.","minnettarlik"
"Acaba, bu işteki hikmet hakkında bir izah var mıdır?","merak"
"İzzetlü efendim sonsuz tâzimle zikrederim.","saygi"
"Adalet duygusu zedelendi; bu kabalığa gönlüm isyan eder.","kizginlik"
"Bugün yüzüm gülmedi, çünkü vaktim elem ile geçti.","uzuntu"
"Ettiğiniz ihsana dolayı iyiliğinizi unutamam.","minnettarlik"
"Yaptığınız kalbi incitti; bu söze pek gazap duyarım.","kizginlik"
"Hâcetim buna yönelmiştir, yardım elinizi uzatınız.","istek"
"Dilerim ki bu işi geciktirmeyiniz; nihâyet arzum budur.","istek"
"Allah'ın izniyle sabrın semeresi görünecek; tesellim bu yöndedir.","umut"
"Allah'ın izniyle beklenen haber gelecek.","umut"
"Zât-ı âlinize dolayı teşekkür borçluyum.","minnettarlik"
"Ümit ederim bu karanlık dağılacak; içimden böyle geçer.","umut"
"Mürüvvet buyurup mektubumu kabul buyurunuz.","istek"
"Şunu öğrenmek muradıyla sorarım işbu rivayetin doğruluğu nicedir?","merak"
"O kelâmın kastı hakkında ne buyurulur?","merak"
"Kalbimde bir tereddüt vardır vaktin henüz olgunlaşmadığını sanırım.","cekince"
"Şerefli efendim tam bir tâzim ile takdim ederim.","saygi"
"Bu zulme hiddet beslerim.","kizginlik"
"Bu söze içim kaynar; adalet duygusu zedelendi.","kizginlik"
"Her işaret güven vermiyor; bu yüzden duraksarım.","cekince"
"Ne yazık ki, çünkü sevindirici haber gelmedi.","uzuntu"
"Sabrın semeresi görünecek, iyi günlerin yaklaşmakta olduğuna hükmederim.","umut"
"Mürüvvet buyurup hâlimi dinleyiniz; bu niyazımı geri çevirmeyiniz.","istek"
"Mümkün ise biraz mühlet tanıyınız; hâcetim buna yönelmiştir.","istek"
"Lütfedip hâlimi dinleyiniz; talebim budur.","istek"
"Güzel bir sabah gibi yarın daha aydınlık olacak; bekleyişim boşa çıkmaz sanırım.","umut"
"İnşallah talih yüz gösterecek.","umut"
"Arzım odur ki mektubumu kabul buyurunuz.","istek"
"Şerefli efendim bihakkın ihtiram göstererek arz ederim.","saygi"
"Gösterdiğiniz lütfa minnettarım; gönlüm ferah buldu.","minnettarlik"
"Sözüm odur ki karar vermeden evvel düşünmek gerekir; kesin söz söylemekte zorlanırım.","cekince"
"Her işaret güven vermiyor; hemen hükme varmak istemem.","cekince"
"Yaptığınız iyiliğe karşı bu lütfu daima yâd ederim, dertli hâlim teskin oldu.","minnettarlik"
"Beklenen haber gelecek, kalbim buna meyleder.","umut"
"Zât-ı âlinize derin bir saygı ile takdim ederim.","saygi"
"Şu kararın dayanağı hakkında ne buyurulur?","merak"
"Bu yersiz davranışa şiddetle karşı çıkarım; vicdan buna susmaz.","kizginlik"
"Rica eylerim hâlimi dinleyiniz; rica olunur.","istek"
"Görünen kadar kolay değildir; içimdeki tereddüt sürer.","cekince"
"Bununla beraber bu yolda bazı mahzurlar vardır; bu yüzden duraksarım.","cekince"
"Size şükran duyarım; bu inceliği pek aziz bildim.","minnettarlik"
"Keremkâr hazretleri büyük bir edeple dile getiririm.","saygi"
"Gösterdiğiniz lütfa bu lütfu daima yâd ederim; adıma büyük bir iyilik doğdu.","minnettarlik"
"Vicdan buna susmaz; bu kırıcı tavra buna razı olmam.","kizginlik"
"Bu nankörlüğe öfkelenirim; bu muamele kabul olunmaz.","kizginlik"
"Bugün yüzüm gülmedi; muradım hâsıl olmadı.","uzuntu"
"Bu söze öfkelenirim.","kizginlik"
"Bilmeyi isterim ki, işbu rivayetin doğruluğu hakkında bir izah var mıdır?","merak"
"Esirgemediğiniz himmete karşı şükrümü arz ederim, gönlüm ferah buldu.","minnettarlik"
"Lütfedip biraz mühlet tanıyınız; bu dileğim samimîdir.","istek"
"Acaba, vaktin niçin geciktiği hakkında bir izah var mıdır?","merak"
"İzzetlü efendim huzurunuza koyarım; yol gösterişinizi pek kıymetli bilirim.","saygi"
"İnâyetinize şükrümü arz ederim; adıma büyük bir iyilik doğdu.","minnettarlik"
"Yüreğim incindi, çünkü dertlerim arttı.","uzuntu"
"Bahtım suskun kaldı; vaktim elem ile geçti.","uzuntu"
"Gösterdiğiniz lütfa teşekkür borçluyum; bu inceliği pek aziz bildim.","minnettarlik"
"Artık bıkkınlık verdi; bu hâle rızâ göstermem.","kizginlik"
"Gösterdiğiniz lütfa karşı şükran duyarım, kalbimde güzel bir iz bıraktınız.","minnettarlik"
"Dilerim ki mektubumu kabul buyurunuz; bendenizi mahrum bırakmayınız.","istek"
"Zât-ı âlinize karşı şükran duyarım, adıma büyük bir iyilik doğdu.","minnettarlik"
"Kalbimde bir tereddüt vardır sonu umulan gibi çıkmayabilir.","cekince"
"Lâkin acele etmek münasip görünmez.","cekince"
"Lâkin bu işe hemen girişmek doğru olmayabilir; tedbir elden bırakılmamalıdır.","cekince"
